,wallsMaterial,floorNumber,floorsTotal,totalArea,kitchenArea,latitude,longitude,price_category
20316,monolith,2,5.0,71.9,18.0,55.69902,37.636401,0
20317,monolith,7,19.0,73.5,14.1,55.699938,37.635314,0
20318,monolith,7,19.0,73.14,14.1,55.699938,37.635314,0
20319,panel,15,16.0,74.0,10.0,55.588476,37.597055,0
20320,panel,15,17.0,73.0,10.0,55.619213,37.750514,0
20321,monolith,12,14.0,73.0,12.2,55.698782,37.634065,0
20322,panel,1,17.0,73.2,10.3,55.63790600000001,37.693947,0
20323,brick,6,14.0,73.0,8.0,55.634766000000006,37.66274,0
20324,monolithBrick,13,14.0,73.0,21.0,55.700613,37.633634,0
20325,panel,6,12.0,74.0,7.0,55.583479,37.652211,0
20326,panel,11,16.0,73.0,10.3,55.595135,37.721418,0
20327,panel,12,17.0,73.0,10.0,55.610321,37.752895,0
20328,monolith,13,24.0,74.0,8.7,55.596702,37.723538,0
20329,panel,2,17.0,73.8,10.1,55.59007800000001,37.641629,0
20330,panel,2,16.0,73.0,10.3,55.583830000000006,37.595707,0
20331,panel,2,17.0,73.0,10.0,55.623295,37.613737,0
20332,panel,2,17.0,73.0,12.0,55.623295,37.613737,0
20333,brick,1,5.0,73.0,10.0,55.684173,37.687533,0
20334,panel,10,17.0,73.7,10.2,55.641651,37.773205,0
20335,panel,16,16.0,73.1,10.4,55.62919100000001,37.736428,0
20336,panel,5,17.0,73.0,10.2,55.625323,37.71459,0
20337,panel,3,17.0,73.0,10.0,55.640198,37.679565,0
20338,panel,16,17.0,73.0,12.0,55.642387,37.765839,0
20339,panel,4,17.0,74.0,13.0,55.59251999999999,37.612488,0
20340,panel,5,17.0,74.0,9.5,55.635462,37.739743,0
20341,brick,2,5.0,73.1,8.8,55.710033,37.604726,0
20342,monolith,6,14.0,73.8,16.3,55.701075,37.642204,0
20343,brick,4,6.0,73.4,6.7,55.71699,37.621121,0
20344,panel,7,23.0,73.1,10.0,55.688928,37.684371,0
20345,monolithBrick,12,14.0,73.0,19.6,55.700613,37.633634,0
20346,brick,9,10.0,74.0,6.0,55.718633,37.623214,0
20347,monolith,12,14.0,73.0,10.0,55.700613,37.633634,0
20348,brick,3,5.0,74.0,7.0,55.693647,37.600172,1
20349,monolithBrick,12,18.0,74.0,13.0,55.710961,37.609227,1
20350,panel,2,17.0,73.0,12.0,55.623295,37.613737,0
20351,panel,17,17.0,73.0,10.0,55.590597,37.612632,0
20352,panel,13,17.0,73.7,11.0,55.641854,37.763827,0
20353,panel,14,17.0,73.0,10.0,55.641651,37.773205,0
20354,panel,17,17.0,74.0,10.0,55.641493,37.774481,0
20355,panel,2,17.0,73.8,10.1,55.634273,37.766001,0
20356,panel,16,22.0,73.5,10.0,55.63911,37.6964,0
20357,panel,16,17.0,73.0,10.1,55.642387,37.765839,0
20358,monolith,18,24.0,74.0,11.0,55.585102,37.60204,0
20359,panel,10,17.0,73.0,10.0,55.590267,37.595869,0
20360,panel,17,17.0,73.0,10.2,55.64129499999999,37.615201,0
20361,monolith,3,16.0,73.0,14.0,55.700801,37.638171,0
20362,panel,1,14.0,73.0,9.0,55.659886,37.615919,0
20363,brick,5,5.0,73.5,7.0,55.715718,37.619549,0
20364,monolith,10,14.0,73.8,10.0,55.665162,37.61395200000001,0
20365,brick,5,8.0,73.0,9.0,55.71700600000001,37.62369,0
20366,monolith,6,11.0,75.4,14.7,55.699938,37.635314,0
20367,panel,7,16.0,76.0,10.0,55.621607,37.71804,0
20368,monolith,20,33.0,75.0,20.0,55.678707,37.634631,0
20369,monolith,15,17.0,76.1,12.8,55.710809,37.610404,1
20370,monolith,25,45.0,75.5,11.5,55.579811,37.67131,0
20371,monolith,8,45.0,76.1,10.5,55.579811,37.67131,0
20372,panel,11,17.0,75.3,10.0,55.601335,37.744774,0
20373,monolith,12,14.0,75.3,16.5,55.69910600000001,37.634721,0
20374,panel,10,16.0,77.0,9.5,55.605566,37.726044,0
20375,panel,10,16.0,77.0,9.0,55.605566,37.726044,0
20376,panel,5,22.0,76.6,9.9,55.63793199999999,37.699274,0
20377,panel,15,16.0,75.2,9.6,55.621074,37.744684,0
20378,panel,13,16.0,75.5,13.3,55.580482,37.598061,0
20379,panel,4,17.0,76.3,12.9,55.60228100000001,37.66682700000001,0
20380,panel,9,22.0,76.0,10.0,55.583546,37.59295,0
20381,panel,11,16.0,75.0,9.6,55.679727,37.705329,0
20382,panel,11,17.0,75.0,10.0,55.634364,37.615156,0
20383,monolithBrick,10,14.0,76.6,17.2,55.69910600000001,37.634721,0
20384,panel,3,23.0,75.8,10.3,55.687705,37.680014,0
20385,monolith,9,14.0,75.3,16.5,55.69910600000001,37.634721,0
20386,panel,17,17.0,76.0,10.0,55.679199,37.703658,0
20387,monolith,11,14.0,76.0,22.7,55.699938,37.635314,1
20388,panel,8,22.0,75.0,10.0,55.615476,37.743274,0
20389,panel,14,17.0,75.0,11.0,55.639781000000006,37.612326,0
20390,monolithBrick,3,15.0,75.7,13.0,55.606034,37.648663,0
20391,panel,6,16.0,76.0,11.0,55.579561,37.682269,0
20392,panel,14,16.0,75.0,10.3,55.61531899999999,37.710045,0
20393,panel,17,17.0,75.0,10.0,55.610321,37.752895,0
20394,monolithBrick,15,24.0,75.0,11.0,55.577541,37.675792,0
20395,panel,5,17.0,75.0,11.0,55.584171,37.68288,0
20396,panel,7,17.0,75.0,10.0,55.641651,37.773205,0
20397,panel,3,17.0,75.0,10.0,55.641651,37.773205,0
20398,panel,3,17.0,77.0,10.0,55.638485,37.773152,0
20399,panel,15,17.0,76.5,10.2,55.601335,37.744774,0
20400,panel,15,17.0,75.0,11.0,55.608439,37.756623,0
20401,panel,6,17.0,75.0,10.0,55.641651,37.773205,0
20402,panel,8,17.0,75.0,10.7,55.589274,37.612641,0
20403,panel,15,17.0,75.0,10.1,55.620926,37.759794,0
20404,panel,5,17.0,76.0,10.2,55.625323,37.71459,0
20405,panel,13,14.0,76.9,7.8,55.634237,37.748601,0
20406,panel,1,17.0,75.0,10.0,55.624601,37.700065,0
20407,panel,5,16.0,76.0,12.0,55.62919100000001,37.736428,0
20408,panel,6,16.0,75.0,10.0,55.61951800000001,37.741306,0
20409,panel,3,12.0,75.4,8.4,55.679768,37.702517,0
20410,panel,3,17.0,75.0,10.0,55.626141,37.615183,0
20411,panel,8,17.0,75.0,10.1,55.63814,37.671453,0
20412,panel,3,12.0,75.4,8.4,55.679768,37.702517,0
20413,panel,13,17.0,75.0,9.5,55.637535,37.650981,0
20414,panel,8,9.0,75.0,7.0,55.682996,37.677436,0
20415,monolithBrick,11,17.0,75.0,14.0,55.60460500000001,37.658751,0
20416,brick,2,5.0,75.0,8.5,55.6579,37.618219,0
20417,brick,2,4.0,75.0,8.3,55.71612800000001,37.618489,0
20418,brick,3,5.0,75.0,8.0,55.715063,37.6122,0
20419,panel,12,17.0,75.0,10.0,55.590913,37.594953,0
20420,panel,2,17.0,76.2,10.1,55.621999,37.698879,0
20421,brick,5,5.0,77.0,6.0,55.716483,37.616494,0
20422,brick,5,5.0,77.0,6.6,55.716483,37.616494,0
20423,panel,15,16.0,75.0,10.0,55.676722,37.698034,0
20424,block,6,16.0,76.7,10.3,55.677849,37.628999,0
20425,panel,11,17.0,75.0,10.5,55.633638,37.614707,0
20426,monolith,2,5.0,75.0,12.0,55.704149,37.615857,0
20427,panel,10,17.0,77.0,10.0,55.679971,37.648753,0
20428,panel,4,16.0,75.0,11.0,55.691739,37.61026,0
20429,panel,18,18.0,76.8,10.4,55.693297,37.618228,0
20430,brick,18,18.0,76.8,10.4,55.693297,37.618228,0
20431,panel,17,17.0,75.7,12.8,55.636936,37.723394,0
20432,panel,17,17.0,75.7,12.8,55.636936,37.723394,0
20433,brick,4,5.0,75.4,7.2,55.716483,37.612147,0
20434,brick,2,5.0,75.0,9.0,55.722568,37.647226,0
20435,whiteBrick,5,5.0,75.0,11.0,55.715718,37.617905,0
20436,monolithBrick,8,14.0,75.0,13.3,55.63209300000001,37.675541,0
20437,whiteBrick,2,9.0,75.0,9.0,55.71734,37.59639,1
20438,monolithBrick,8,8.0,75.0,15.0,55.71271,37.644477,1
20439,block,16,17.0,75.0,10.0,55.585576,37.683868,0
20440,panel,17,17.0,76.6,10.2,55.610611,37.760126,0
20441,panel,7,17.0,77.0,10.2,55.623473,37.708338,0
20442,panel,14,17.0,76.7,10.0,55.610158,37.747927,0
20443,panel,3,16.0,75.0,10.0,55.617561,37.74163,0
20444,panel,2,22.0,76.0,11.0,55.611394,37.725909,0
20445,panel,3,12.0,75.3,8.3,55.624581000000006,37.734362,0
20446,panel,4,14.0,75.0,10.4,55.640843,37.76009000000001,0
20447,panel,4,17.0,77.0,10.5,55.625694,37.708087,0
20448,panel,10,17.0,75.0,10.0,55.623473,37.708338,0
20449,panel,3,17.0,75.3,10.2,55.625694,37.708087,0
20450,panel,5,17.0,75.0,10.0,55.628947,37.616494,0
20451,brick,5,5.0,75.2,10.8,55.647356,37.664231,0
20452,panel,17,17.0,76.8,11.0,55.639425,37.65911,0
20453,panel,10,16.0,76.5,10.2,55.60576,37.602526,0
20454,brick,1,5.0,76.0,6.0,55.704296,37.664069,0
20455,brick,5,5.0,75.0,7.0,55.678052,37.65169,0
20456,brick,2,5.0,75.8,18.6,55.678159,37.655257,0
20457,panel,8,17.0,75.0,12.8,55.63688000000001,37.72512800000001,0
20458,panel,17,17.0,75.2,9.7,55.63515699999999,37.746624,0
20459,panel,4,9.0,75.4,8.0,55.685077,37.682395,0
20460,panel,11,18.0,76.9,10.3,55.692252,37.618309,0
20461,panel,12,17.0,75.0,10.2,55.633638,37.614707,0
20462,panel,11,17.0,75.2,10.1,55.680981,37.649921,0
20463,monolith,16,20.0,75.2,14.7,55.636234,37.713602,0
20464,panel,2,17.0,76.0,11.0,55.679849,37.657314,0
20465,panel,17,20.0,76.0,13.0,55.685437,37.677005,0
20466,monolith,14,15.0,76.0,18.2,55.70071,37.631532,0
20467,monolith,15,15.0,76.7,20.2,55.70071,37.631532,1
20468,brick,2,10.0,75.7,12.0,55.709495,37.663629,0
20469,monolith,15,15.0,78.0,32.5,55.689811,37.657224,1
20470,block,21,22.0,78.5,10.1,55.690278,37.691899,0
20471,monolith,18,20.0,78.6,12.1,55.599728000000006,37.724723,0
20472,brick,6,14.0,78.0,10.7,55.660247,37.629421,0
20473,block,9,17.0,78.0,10.0,55.585189,37.677409,0
20474,panel,18,21.0,78.0,10.4,55.583047,37.590677,0
20475,panel,1,9.0,78.4,9.0,55.682645,37.656532,0
20476,panel,5,11.0,78.0,11.0,55.607972,37.606074,0
20477,panel,14,14.0,78.3,11.0,55.650282,37.609595,0
20478,monolith,4,9.0,78.8,16.0,55.666985,37.645986,0
20479,brick,1,5.0,78.0,20.0,55.711468,37.644522,0
20480,panel,5,17.0,79.0,10.3,55.585576,37.683868,0
20481,panel,3,12.0,79.0,8.0,55.624581000000006,37.734362,0
20482,panel,15,17.0,78.0,10.0,55.638485,37.773152,0
20483,brick,2,8.0,78.4,9.0,55.666838,37.627678,0
20484,brick,8,8.0,78.0,8.9,55.67116800000001,37.629071,0
20485,panel,13,16.0,78.0,10.0,55.621607,37.71804,0
20486,panel,19,25.0,79.0,10.0,55.607829,37.579394,0
20487,monolith,23,25.0,78.0,20.4,55.584645,37.603487,0
20488,panel,6,14.0,78.0,11.0,55.660247,37.629421,0
20489,panel,10,17.0,78.3,10.2,55.642753000000006,37.618192,0
20490,monolithBrick,3,3.0,79.0,10.0,55.704149,37.615857,0
20491,monolith,21,22.0,78.0,15.0,55.62276600000001,37.706353,0
20492,panel,7,16.0,78.0,14.0,55.636458,37.591297,0
20493,panel,3,17.0,78.0,12.0,55.694013,37.60169000000001,0
20494,monolith,13,14.0,79.0,27.0,55.665162,37.61395200000001,1
20495,brick,6,8.0,79.0,10.0,55.719455,37.608266,1
20496,brick,5,8.0,78.1,8.5,55.71124,37.612173,1
20497,brick,1,5.0,78.0,8.0,55.657352,37.618408,0
20498,panel,7,22.0,78.0,10.0,55.642789,37.769064,0
20499,panel,18,22.0,78.0,10.0,55.642789,37.769064,0
20500,whiteBrick,1,8.0,79.0,9.0,55.67116800000001,37.629071,0
20501,brick,8,8.0,79.0,9.0,55.66255699999999,37.617905,0
20502,panel,11,17.0,78.0,11.0,55.619477,37.754062,0
20503,panel,4,12.0,79.0,9.0,55.586252,37.674247,0
20504,panel,10,16.0,79.0,10.2,55.617139,37.720178,0
20505,panel,2,22.0,78.0,10.0,55.622136,37.602184,0
20506,panel,13,25.0,78.7,10.0,55.607829,37.579394,0
20507,panel,7,17.0,78.0,10.0,55.70251500000001,37.61937800000001,0
20508,block,2,12.0,78.9,8.3,55.627783,37.664482,0
20509,panel,11,17.0,78.5,10.2,55.59154300000001,37.592051,0
20510,monolith,18,24.0,78.0,17.0,55.681833,37.662713,1
20511,panel,2,22.0,78.0,10.0,55.63911,37.6964,0
20512,brick,10,14.0,78.0,10.0,55.6786,37.688764,0
20513,panel,13,17.0,78.0,9.0,55.703119,37.620142,1
20514,monolith,6,20.0,81.0,15.0,55.69900500000001,37.638557,0
20515,monolithBrick,3,18.0,80.0,17.0,55.710809,37.605023,1
20516,monolith,36,45.0,81.4,10.2,55.579811,37.67131,0
20517,monolithBrick,12,15.0,82.0,12.0,55.60460500000001,37.658751,0
20518,monolithBrick,9,18.0,81.0,13.0,55.710038,37.60894,1
20519,monolith,11,18.0,81.6,12.3,55.710692,37.607448,1
20520,monolith,11,17.0,81.0,12.0,55.710961,37.609227,1
20521,monolith,11,18.0,81.6,12.3,55.710692,37.607448,1
20522,monolithBrick,11,16.0,82.0,10.0,55.710692,37.607448,1
20523,monolith,5,18.0,80.97,14.0,55.710809,37.605023,1
20524,brick,5,8.0,80.0,9.5,55.667538,37.630077,0
20525,panel,13,22.0,82.0,10.3,55.59224,37.598447,0
20526,panel,2,14.0,81.0,9.0,55.63625500000001,37.678649,0
20527,brick,5,13.0,80.0,7.5,55.69368299999999,37.620465,0
20528,panel,13,17.0,80.7,13.3,55.60195,37.664752,0
20529,monolith,7,20.0,81.0,20.0,55.600893000000006,37.724077,0
20530,monolith,16,20.0,81.19,15.1,55.69900500000001,37.638557,1
20531,monolith,4,10.0,80.0,10.0,55.67561600000001,37.632134,1
20532,monolithBrick,2,18.0,81.0,13.0,55.710809,37.605023,1
20533,monolithBrick,9,18.0,82.0,10.0,55.710038,37.60894,1
20534,panel,8,14.0,80.0,9.0,55.637459,37.660575,0
20535,panel,5,22.0,80.0,10.0,55.640878,37.692429,0
20536,panel,7,12.0,82.0,8.6,55.587687,37.674849,0
20537,monolith,10,25.0,80.0,10.0,55.636189,37.769217,0
20538,panel,5,17.0,80.0,11.0,55.60195,37.664752,0
20539,panel,17,17.0,80.0,10.0,55.63515699999999,37.746624,0
20540,brick,4,5.0,80.1,8.1,55.692252,37.61291,0
20541,panel,13,17.0,81.0,13.3,55.60195,37.664752,0
20542,panel,10,21.0,82.0,10.0,55.583047,37.590677,0
20543,panel,11,11.0,81.9,14.1,55.605327,37.72449,0
20544,brick,8,8.0,80.0,10.0,55.666899,37.628586,0
20545,whiteBrick,4,5.0,80.0,9.0,55.692252,37.61291,0
20546,monolith,7,20.0,81.0,12.0,55.600893000000006,37.724077,0
20547,panel,10,22.0,82.0,10.2,55.59224,37.598447,0
20548,brick,7,8.0,80.0,8.0,55.66255699999999,37.617905,0
20549,panel,22,22.0,80.0,10.5,55.632769,37.742097,0
20550,brick,8,8.0,80.0,10.0,55.666899,37.628586,0
20551,brick,2,5.0,82.0,10.0,55.709079,37.616342,0
20552,monolith,23,24.0,82.0,12.0,55.63366800000001,37.589087,0
20553,panel,12,14.0,81.6,11.0,55.650282,37.609595,0
20554,monolith,23,23.0,82.0,12.0,55.596437,37.599831,0
20555,brick,5,8.0,80.0,8.0,55.71124,37.612173,1
20556,brick,6,8.0,80.0,10.0,55.719455,37.608266,1
20557,brick,6,8.0,80.0,10.0,55.719455,37.608266,1
20558,brick,14,14.0,80.0,12.0,55.714353,37.663997,1
20559,monolithBrick,4,17.0,81.0,12.3,55.710038,37.60894,1
20560,monolithBrick,9,17.0,81.7,12.6,55.710038,37.60894,1
20561,monolithBrick,4,18.0,82.0,12.0,55.710038,37.60894,1
20562,brick,2,3.0,80.0,10.0,55.699401,37.624444,1
20563,monolithBrick,11,17.0,81.6,12.3,55.710692,37.607448,1
20564,brick,3,18.0,81.0,12.0,55.710809,37.605023,1
20565,brick,3,18.0,80.0,12.0,55.710809,37.605023,1
20566,brick,5,8.0,80.0,10.0,55.667538,37.630077,0
20567,panel,12,14.0,80.7,8.4,55.636824,37.764995,0
20568,whiteBrick,7,8.0,80.0,9.3,55.660445,37.620276,0
20569,panel,4,8.0,80.0,8.5,55.676748,37.627409,0
20570,panel,5,14.0,80.0,9.0,55.642926,37.772271,0
20571,brick,8,8.0,82.0,8.0,55.698173,37.619827,0
20572,panel,2,17.0,80.0,10.0,55.59251999999999,37.612488,0
20573,monolith,18,20.0,82.0,19.5,55.599728000000006,37.724723,0
20574,monolithBrick,7,25.0,82.0,23.0,55.58997700000001,37.601196,0
20575,panel,7,25.0,82.0,23.0,55.58997700000001,37.601196,0
20576,monolithBrick,3,22.0,82.0,13.0,55.59405600000001,37.598115,0
20577,panel,14,14.0,80.5,13.0,55.646629,37.609479,0
20578,panel,5,20.0,81.0,11.7,55.682991,37.645519,0
20579,brick,2,24.0,81.0,12.0,55.619269,37.695914,0
20580,monolith,4,4.0,80.0,10.0,55.704149,37.615857,1
20581,panel,14,17.0,80.0,10.0,55.643688,37.650729,0
20582,monolithBrick,7,15.0,83.0,12.0,55.60460500000001,37.658751,0
20583,whiteBrick,5,8.0,83.6,9.0,55.65499499999999,37.620276,0
20584,panel,17,17.0,83.6,10.0,55.593176,37.611104,0
20585,monolith,31,33.0,83.0,17.0,55.676585,37.634092,0
20586,whiteBrick,5,8.0,84.0,9.2,55.662187,37.630499,0
20587,panel,11,17.0,83.0,10.0,55.610321,37.752895,0
20588,panel,11,17.0,83.0,10.0,55.610321,37.752895,0
20589,whiteBrick,6,7.0,83.0,9.5,55.679996,37.633931,0
20590,brick,3,14.0,83.0,10.0,55.69368299999999,37.620465,0
20591,brick,13,17.0,84.0,12.4,55.60460500000001,37.658751,0
20592,panel,6,17.0,83.0,8.0,55.679138,37.665444,0
20593,panel,3,17.0,83.0,10.2,55.643688,37.650729,0
20594,panel,6,17.0,84.0,10.0,55.644221,37.618471,0
20595,monolith,3,22.0,83.0,13.0,55.59405600000001,37.598115,0
20596,brick,5,6.0,83.0,9.0,55.71699,37.621121,1
20597,monolithBrick,10,10.0,83.0,13.0,55.69995400000001,37.63712,1
20598,monolithBrick,4,18.0,83.0,12.0,55.710038,37.60894,1
20599,monolithBrick,3,18.0,83.0,15.0,55.710038,37.60894,1
20600,panel,1,9.0,83.7,6.0,55.603863,37.58641,0
20601,panel,1,9.0,84.0,6.0,55.603863,37.58641,0
20602,brick,11,11.0,84.0,10.0,55.69994300000001,37.619683,0
20603,panel,2,17.0,84.0,11.0,55.643576,37.653011,0
20604,monolith,19,33.0,84.0,13.5,55.677539,37.634398,0
20605,monolith,8,17.0,83.0,17.0,55.60460500000001,37.658751,0
20606,block,15,16.0,83.9,8.0,55.709028,37.620761,0
20607,monolith,15,24.0,85.7,12.3,55.579811,37.67131,0
20608,monolith,16,45.0,86.8,15.5,55.579811,37.67131,0
20609,monolith,10,19.0,85.2,21.6,55.600893000000006,37.724077,0
20610,monolith,18,19.0,86.5,13.7,55.58117900000001,37.581451,0
20611,monolithBrick,15,16.0,87.0,10.0,55.710961,37.609227,1
20612,panel,3,12.0,86.6,6.5,55.60491,37.742402,0
20613,monolith,22,24.0,87.0,10.0,55.59541,37.724373,0
20614,panel,13,17.0,85.0,11.0,55.647559,37.606469,0
20615,monolith,11,14.0,86.0,20.3,55.69995400000001,37.63712,1
20616,monolithBrick,12,14.0,85.5,12.5,55.69995400000001,37.63712,1
20617,whiteBrick,2,6.0,86.0,12.0,55.71729499999999,37.595088,1
20618,monolith,12,18.0,85.7,20.8,55.710692,37.607448,1
20619,monolith,9,18.0,85.0,17.0,55.710038,37.60894,2
20620,panel,3,9.0,87.0,6.0,55.596941,37.666495,0
20621,monolith,21,24.0,86.0,21.0,55.59541,37.724373,0
20622,monolith,22,24.0,87.0,21.3,55.59541,37.724373,0
20623,panel,2,14.0,87.0,11.0,55.63379000000001,37.758491,0
20624,monolith,2,23.0,86.6,12.0,55.596437,37.599831,0
20625,panel,2,14.0,87.0,11.0,55.63379000000001,37.758491,0
20626,brick,7,8.0,85.0,11.0,55.662187,37.630499,0
20627,panel,9,14.0,85.0,10.0,55.592429,37.608958,0
20628,panel,9,14.0,85.0,10.0,55.592429,37.608958,0
20629,monolith,18,25.0,85.0,13.7,55.59344100000001,37.599355,0
20630,monolith,6,17.0,85.0,10.5,55.644221,37.618471,0
20631,monolithBrick,12,26.0,86.0,20.0,55.606822,37.589536,0
20632,block,14,16.0,87.0,9.1,55.709028,37.620761,0
20633,whiteBrick,5,12.0,86.0,10.0,55.70858199999999,37.662264,0
20634,brick,5,6.0,87.0,18.0,55.7063,37.658401,0
20635,monolithBrick,7,8.0,85.5,10.0,55.71271,37.644477,1
20636,monolith,7,8.0,85.5,20.0,55.71271,37.644477,1
20637,panel,10,17.0,85.0,10.0,55.63688000000001,37.72512800000001,0
20638,monolithBrick,12,14.0,85.3,20.3,55.69995400000001,37.63712,1
20639,monolithBrick,12,14.0,86.0,12.0,55.69995400000001,37.63712,1
20640,monolithBrick,12,13.0,85.3,20.3,55.69995400000001,37.63712,1
20641,monolith,12,14.0,85.5,18.0,55.69995400000001,37.63712,1
20642,monolith,19,24.0,86.0,10.0,55.678707,37.634631,1
20643,monolithBrick,12,14.0,86.0,20.0,55.69995400000001,37.63712,1
20644,monolith,12,14.0,86.0,20.3,55.69995400000001,37.63712,1
20645,monolithBrick,12,14.0,85.3,20.3,55.69995400000001,37.63712,1
20646,monolith,7,16.0,85.0,10.0,55.710945,37.643821,1
20647,monolithBrick,11,16.0,86.2,8.5,55.71056,37.64507,1
20648,brick,5,8.0,85.0,12.0,55.711574,37.587407,1
20649,monolithBrick,13,18.0,86.0,20.8,55.710692,37.607448,1
20650,brick,4,10.0,86.0,12.0,55.718608,37.595734,1
20651,monolith,22,23.0,86.0,16.0,55.647204,37.618641,0
20652,monolith,2,12.0,86.8,24.0,55.58841500000001,37.601798,0
20653,panel,8,17.0,85.0,10.2,55.628418,37.663881,0
20654,panel,15,22.0,85.0,10.0,55.63504,37.611329,0
20655,block,12,14.0,86.0,18.0,55.69995400000001,37.63712,1
20656,monolithBrick,12,14.0,85.6,16.5,55.69995400000001,37.63712,1
20657,brick,5,7.0,85.2,9.0,55.715642,37.615875,1
20658,brick,5,7.0,85.0,9.0,55.715642,37.615875,1
20659,monolith,12,18.0,85.7,20.8,55.710692,37.607448,1
20660,monolith,3,18.0,89.0,12.0,55.710692,37.607448,1
20661,monolith,3,18.0,88.6,13.0,55.710692,37.607448,1
20662,monolith,4,14.0,88.2,20.5,55.69995400000001,37.63712,1
20663,brick,7,8.0,88.6,12.0,55.71271,37.644477,1
20664,monolith,2,14.0,88.2,20.5,55.69995400000001,37.63712,0
20665,brick,7,8.0,88.0,12.2,55.72766800000001,37.653074,1
20666,monolith,5,15.0,88.0,10.0,55.604651,37.661132,0
20667,panel,11,13.0,88.7,8.0,55.58773299999999,37.603406,0
20668,panel,10,25.0,89.0,12.0,55.643404,37.654772,0
20669,monolith,20,33.0,89.0,12.0,55.678707,37.634631,0
20670,monolithBrick,12,16.0,88.0,10.0,55.710692,37.607448,1
20671,brick,8,10.0,88.0,21.0,55.719561,37.597136,1
20672,panel,11,13.0,88.7,12.0,55.58773299999999,37.603406,0
20673,monolith,18,24.0,89.0,14.0,55.702536,37.652831,0
20674,panel,15,24.0,88.0,12.0,55.643404,37.654772,1
20675,monolith,2,6.0,89.0,19.0,55.697031,37.635107,0
20676,monolithBrick,3,18.0,90.0,12.0,55.710692,37.607448,1
20677,monolith,20,21.0,92.2,13.2,55.579811,37.67131,0
20678,monolith,13,14.0,92.1,12.9,55.600201,37.58965300000001,0
20679,monolith,6,14.0,93.4,21.7,55.699938,37.635314,0
20680,monolith,4,14.0,93.02,17.6,55.69902,37.636401,0
20681,monolith,8,14.0,90.2,20.5,55.69995400000001,37.63712,0
20682,monolith,13,16.0,92.0,12.0,55.710945,37.643821,1
20683,monolithBrick,11,12.0,94.0,13.3,55.710038,37.60894,1
20684,monolith,21,33.0,90.0,18.0,55.678707,37.634631,1
20685,monolithBrick,3,6.0,93.0,12.0,55.710945,37.643821,0
20686,monolith,3,14.0,93.33,17.6,55.700613,37.633634,0
20687,monolithBrick,9,14.0,90.2,19.1,55.69995400000001,37.63712,1
20688,monolithBrick,9,10.0,94.0,24.5,55.69995400000001,37.63712,1
20689,brick,12,15.0,93.65,11.3,55.605175,37.662955,0
20690,whiteBrick,5,9.0,93.7,11.7,55.708151,37.642222,0
20691,monolithBrick,4,14.0,93.0,16.0,55.69902,37.636401,0
20692,monolithBrick,12,14.0,90.0,14.0,55.69995400000001,37.63712,1
20693,monolithBrick,12,14.0,90.2,15.0,55.69995400000001,37.63712,1
20694,monolith,19,20.0,90.0,12.0,55.677539,37.634398,1
20695,panel,4,14.0,94.0,10.5,55.691739,37.61026,1
20696,monolith,7,14.0,93.0,13.0,55.665162,37.61395200000001,1
20697,whiteBrick,9,9.0,91.0,23.0,55.71876,37.613943,1
20698,whiteBrick,5,6.0,90.0,13.0,55.71231,37.609245,1
20699,monolith,10,10.0,93.4,24.5,55.69995400000001,37.63712,1
20700,monolith,2,38.0,94.0,20.0,55.637393,37.600388,1
20701,monolithBrick,9,16.0,90.0,10.0,55.710692,37.607448,1
20702,brick,1,5.0,93.5,8.2,55.647356,37.664231,0
20703,monolith,5,15.0,90.0,9.0,55.604651,37.661132,0
20704,panel,16,24.0,93.0,10.0,55.63756600000001,37.657574,0
20705,panel,10,20.0,93.6,12.0,55.68319399999999,37.648277,0
20706,brick,7,8.0,90.0,13.0,55.660826,37.627975,0
20707,brick,3,8.0,92.6,12.0,55.72766800000001,37.653074,0
20708,monolith,9,14.0,90.2,20.0,55.699938,37.635314,0
20709,monolith,21,23.0,92.0,12.8,55.596437,37.599831,1
20710,brick,5,9.0,92.0,9.0,55.707471,37.601151,1
20711,monolith,10,10.0,93.5,12.0,55.69995400000001,37.63712,1
20712,brick,5,16.0,91.4,15.0,55.720682,37.659407,1
20713,monolith,2,12.0,90.0,16.0,55.71249200000001,37.618956,1
20714,monolith,4,15.0,97.6,22.3,55.70071,37.631532,0
